s_no,budget_head,name_of_sub_scheme_,ftr_hq,shq,work_description,executive_agency,aa_es_reference,sd_amount_lakh,ts_date,tender_date,acceptance_date,award_date,time_allowed_days,pdc_agreement,pdc_revised,firm_name,physical_progress,expenditure_previous_fy,expenditure_current_fy,expenditure_total,expenditure_percent,remarks
86,BIMW(IA),Mahila Barrack,Rajasthan,BKNR, BOP Sisada,Dept,239- H dated 27/03/2023         ,49.57,4/25/23,4/29/23,7/27/23,7/27/23,12,8/16/24,25.09.25,M/s Khatri Traders; Bikaner (Raj),60 %,21.6,0,₹ 21.60,43.57 %,Work is in progress
87,BIMW(IA),Mahila Barrack,Rajasthan,BKNR,BOP Ashwani,Dept,239- H dated 27/03/2023         ,49.57,4/25/23,4/29/23,7/27/23,7/27/23,12,8/16/24,25.09.25,M/S Ganesh Construction Sri Ganganagar,75 %,23.62,0,₹ 23.62,47.65 %,Work is in progress Rs.23.62 Lakh bill pending with this HQ due to insufficient  fund 
88,BIMW(IA),Mahila Barrack,Rajasthan,BKNR,BOP Kodewala,Dept,239- H dated 27/03/2023         ,49.57,4/25/23,4/29/23,7/27/23,8/4/23,12,8/16/24,25.09.25,Viskash Kumar Doda; Sriganganagar (Raj),100 %,44.38,0,₹ 44.38,89.53 %,Work completed 
89,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Vikram,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,25.09.2023,25.09.2023,9/9/23,11,15.10.2024,25.09.25,M/s Bajarang Lal Megharam Bikaner (Raj),100 %,45.72,0,₹ 45.72,92.23 %,Work completed
90,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Mohan,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,9/9/23,12,14.09.2024,25.09.25,M/s Bajrang Lal Magha ram BKNR,100 %,45.76,0,₹ 45.76,92.31 %,Work completed
91,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Fattuwala,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,9/9/23,12,14.09.2024,25.09.25,M/s Bajrang Lal Magha ram BKNR,100 %,0,0,₹ 0.00,0.00 %,Work completed
92,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Gajjewala,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,8/25/23,12,14.09.2024,25.09.25,M/s Bajrang Lal Magha ram BKNR,100 %,0,0,₹ 0.00,0.00 %,Work completed
93,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Rajuwala,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,30.08.2023,15.09.2023,11/16/23,11,05.10.2024,25.09.25,M/s Meghraj & Co. Bikaner,5 %,0,0,₹ 0.00,0.00 %,Work in progress
94,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Poonam,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,9/9/23,12,14.09.2024,25.09.25,M/s Choudhary Enterprises Jaisalmer (Raj),80 %,36.02,0,₹ 36.02,72.66 %,Work completed
95,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Indira,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,9/9/23,12,14.09.2024,25.09.25,M/s Choudhary Enterprises,0 %,0,0,₹ 0.00,0.00 %,Work awarded not yet started
96,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Sakirewala,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,9/9/23,12,14.09.2024,25.09.25,M/s Choudhary Enterprises,90 %,35.4,0,₹ 35.40,71.41 %,Work in progress
97,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Vinod ,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,20.09.2023,30.10.2023,11/17/23,12,19.11.2024,25.09.25,M/s Temderai Constr Co. Jaisalmer,53 %,10.04,0,₹ 10.04,20.25 %,Work in progress
98,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Bhuttewala,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,20.09.2023,30.10.2023,11/17/23,12,19.11.2024,25.09.25,M/s Saran Brothers Bikaner,60 %,0,0,₹ 0.00,0.00 %,Work awarded
99,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Sadawala,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,9/6/23,12,14.09.2024,25.09.25,M/s Vijay Constr. Co. JSMR ,95 %,35.06,0,₹ 35.06,70.73 %,Work in progress
100,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Vijay,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,20.09.2023,30.10.2023,11/24/23,12,19.11.2024,25.09.25,Tenda Rai Ramgarh JSMR,70 %,9.18,0,₹ 9.18,18.52 %,Work in progress
101,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Manara,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,12.09.2023,15.09.2023,11/16/23,11,05.10.2024,25.09.25,M/s Meghraj & Co. Bikaner,60 %,0,0,₹ 0.00,0.00 %,Work in progress
102,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Lakhewala,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,9/9/23,12,14.09.2024,25.09.25,M/s Choudhary Enterprises Jaisalmer (Raj),90 %,33.39,0,₹ 33.39,67.36 %,Work is in progress
103,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Sakhwala,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,9/6/23,12,14.09.2024,25.09.25,M/s Vijay Constr. Co. JSMR ,100 %,33.68,0,₹ 33.68,67.94 %,Work completed
104,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP R K Dhani,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,9/9/23,12,14.09.2024,25.09.25,M/s Bajarang Lal Megharam Bikaner (Raj),100 %,28.14,0,₹ 28.14,56.77 %,Work completed
105,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(N),BOP Churanwala,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,14.09.2023,18.09.2023,10/3/23,12,08.10.2024,25.09.25,M/s Saran Brothers Bikaner,75 %,0,0,₹ 0.00,0.00 %,Work in progress
106,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Somagap,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,11.08.2023,04.10.2023,10/25/23,12,25.10.2024,25.09.25,M/s Saran Brothers Bikaner,100 %,34.01,10.21,₹ 44.22,89.21 %,Work completed
107,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Bhagnau,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,13.10.2023,08.11.2023,1/3/24,11,30.11.2024,25.09.25,M/s Rakshak Constr. Bikaner,100 %,37.41,7.77,₹ 45.18,91.14 %,Work completed
108,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Rohitash,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,05.10.2023,12.01.2024,1/25/24,12,14.02.2025,25.09.25,M/s Rajdhani Constr. Co. Jaisalmer,2 %,0,0,₹ 0.00,0.00 %,Work awarded
109,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Virhill,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,13.10.2023,08.11.2023,1/3/23,11,30.11.2024,25.09.25,M/s Rakshak Constr. Bikaner,100 %,36.21,9.34,₹ 45.55,91.89 %,Work completed
110,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Kirarwali,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,11.08.2023,22.01.24,5/8/24,9,14.02.2025,25.09.25,M/s Asharam Saran Nagor (Raj),100 %,36.66,9.02,₹ 45.68,92.15 %,Work in progress
111,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Vijay Harel,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,04.10.2023,16.01.2024,1/26/24,12,09.02.2025,25.09.25,M/s Rajdhani Constr. Co.; Jaisalmer(Raj),100 %,41.79,0,₹ 41.79,84.31 %,Work completed
112,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Jamrau,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,22.08.2023,04.10.2023,10/20/23,12,25.10.2024,25.09.25,M/s Rajdhani Constr. Co.; Jaisalmer(Raj),75 %,18.19,20.13,₹ 38.32,77.30 %,Work in progress
113,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Khariya,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,04.10.2023,31.07.24,7/25/25,10,,,M/s Meghraj & Co. Bikaner,0 %,0,0,₹ 0.00,0.00 %,PG not submitted by contractor
114,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Matahill,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,01.03.2024,31.07.2024,,,20.08.2025,19.04.26,M/s Rakshak Constr. Bikaner,0 %,0,0,₹ 0.00,0.00 %,PG not submitted by contractor
115,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP MKT,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,01.03.2024,31.07.2024,,,20.08.2025,19.04.26,M/s Rakshak Constr. Bikaner,0 %,0,0,₹ 0.00,0.00 %,PG not submitted by contractor
116,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Karta,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,22.08.2023,30.08.2023,9/14/23,12,20.09.2024,25.09.25,M/s Rajdhani Constr. Co.; Jaisalmer(Raj),95 %,38.14,2.69,₹ 40.83,82.37 %,Work in progress
117,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Adeali,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,15.07.23,29.08.2023,9/14/23,12,19.09.2024,25.09.25,M/s Choudhary Enterprises; jaisalmer(Raj),40 %,10,0,₹ 10.00,20.17 %,Work in progress
118,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Tank Hil,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,11.08.23,29.08.2023,9/6/23,12,19.09.2024,25.09.25,M/s Magaram Choudhary & Company; Barmer(Raj),100 %,39.6,6.88,₹ 46.48,93.77 %,Work completed 
119,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP MKT,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,15.07.23,29.08.2023,9/14/23,12,19.09.2024,25.09.25,M/s Choudhary Enterprises; jaisalmer(Raj),60 %,14.63,0,₹ 14.63,29.51 %,Work in progress
120,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP RKK,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,15.07.23,31.08.2023,9/6/23,12,21.09.2024,25.09.25,M/s Leeladhar jangid; Barmer(Raj),100 %,28.09,0,₹ 28.09,56.67 %,Work completed
121,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP N S Dalal,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,25.08.23,*,3/28/25,12,07.04.26,,M/s Rajdhani Constr JSMR,0 %,0,0,₹ 0.00,0.00 %,Work awarded and being started
122,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Kalia ,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,12.10.23,16.02.2024,5/3/24,10,10.03.2025,25.09.25,M/s Rakshak,10 %,0,0,₹ 0.00,0.00 %,Work awarded
123,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP SKT,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,18.07.2023,30.08.2023,9/14/23,12,20.09.2024,25.09.25,M/s Choudhary Enterprises; Jaisalmer(Raj),85 %,30,0,₹ 30.00,60.52 %,Work is in progress
124,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP P/Tibba,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,18.07.2023,29.08.2023,9/14/23,12,19.09.2024,25.09.25,M/s Choudhary Enterprises; Jaisalmer(Raj),85 %,31.24,0,₹ 31.24,63.02 %,Work in progress
125,BIMW(IA),Mahila Barrack,Rajasthan,JSMR(S),BOP Bhanu,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,12.10.23,16.02.2024,5/3/24,10,10.03.2025,25.09.25,M/s Rakshak Constr. Bikaner,25 %,0,0,₹ 0.00,0.00 %,Work awarded
126,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP Munabao FWD,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,22.09.2023,10/9/23,6,09.04.24,,M/S. Leharnath Construction Company Barmer,100 %,₹ 14.13,₹ 26.37,₹ 40.50,92.09 %,WORK COMPLETED
127,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP MKT,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,11.09.2023 (3rd call),19.10.2023,11/6/23,7,10.05.24,,M/S. Devaram Const. Co. Barmer,90 %,₹ 12.14,₹ 16.17,₹ 28.31,64.37 %,WORK IS IN PROGRESS
128,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP Govind,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,22.09.2023,10/10/23,6,08.04.24,,M/S Magga Ram Barmer,100 %,₹ 0.00,₹ 44.03,₹ 44.03,100.11 %,WORK COMPLETED
129,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP Seema,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,26.10.2023 (5rd call),08.11.2023,11/21/23,6,29.05.24,,M/S. Nadeshvari Electricals Barmer,100 %,₹ 22.37,₹ 18.44,₹ 40.81,92.79 %,WORK COMPLETED
130,BIMW(IA),Mahila Barrack,Gujarat,BMR, BOP Paritpal,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,27.09.2023,10/10/23,6,08.04.24,,M/S. Nadeshvari Electricals; BARMER,100 %,₹ 0.00,₹ 34.90,₹ 34.90,79.35 %,WORK COMPLETED
131,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP Tamlore,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,01.08.2023,8/10/23,7,19.03.24,,M/s Pecxon India Energy; Barmer,100 %,₹ 0.24,₹ 19.37,₹ 19.61,44.59 %,WORK COMPLETED
132,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP Malana,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,1/8/23,10/31/23,7,29.05.24,,M/s Pecxon India Energy; Barmer,72 %,₹ 0.00,₹ 18.67,₹ 18.67,42.45 %,WORK IS IN PROGRESS
133,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP NRKD,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,01.08.2023,9/22/23,6,19.03.24,,M/S. Saran Construction Company;  Barmer,60 %,₹ 0.00,₹ 13.08,₹ 13.08,29.74 %,WORK IS IN PROGRESS
134,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP KKT,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,11.09.2023 (3rd call),08.11.2023,11/21/23,6,29.05.24,,M/S Jogmaya Const. Co. Barmer,70 %,₹ 10.79,₹ 13.59,₹ 24.38,55.43 %,WORK IS IN PROGRESS
135,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP K K Hooda,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,01.08.2023,9/22/23,6,19.03.24,,M/S. Saran Construction Company;  Barmer,60 %,₹ 0.00,₹ 22.40,₹ 22.40,50.93 %,WORK IS IN PROGRESS
136,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP Somrar ,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,01.08.2023,8/18/23,6,23.02.24,,M/S. Heera Ram Kistura Ram; Barmer,55 %,₹ 0.34,₹ 9.89,₹ 10.23,23.26 %,WORK IS IN PROGRESS
137,BIMW(IA),Mahila Barrack,Gujarat,BMR, BOP JKB ,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,01.08.2023,8/18/23,6,23.02.24,,M/S. Jogmaya Construction Company;  Barmer,75 %,₹ 11.00,₹ 15.49,₹ 26.49,60.23 %,WORK IS IN PROGRESS
138,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP Hathla,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,01.08.2023,8/18/23,6,23.02.24,,M/S. Jogmaya Construction Company;  Barmer,95 %,₹ 9.99,₹ 26.62,₹ 36.61,83.24 %,WORK IS IN PROGRESS
139,BIMW(IA),Mahila Barrack,Gujarat,BMR,BOP Janpaliya,Dept,239- H dated 27/03/2023         ,43.98,19.05.2023,20.05.2023,01.08.2023,8/18/23,6,23.02.24,,M/S. Heera Ram Kistura Ram; Barmer,55 %,₹ 0.24,₹ 10.78,₹ 11.02,25.06 %,WORK IS IN PROGRESS
140,BIMW(IA),Mahila Barrack,Gujarat,BHUJ,BOP LAKHPAT,Dept,239- H dated 27/03/2023         ,46.00,14.07.2023,18.09.2023,19.10.2023,12/8/23,8,29.08.24,28.08.2024,MS Devji K Khular Const,76 %,₹ 0.42,₹ 19.33,₹ 19.75,42.93 %,Stone massionary completed plaster work will be start soon   
141,BIMW(IA),Mahila Barrack,Gujarat,BHUJ,BOP 1131,Dept,239- H dated 27/03/2023         ,46.00,14.07.2023,18.09.2023,,,,,,,,,₹ 0.42,₹ 0.42,0.91 %,11th tender called for BOP 1131 and 8th tender called for BOP 1125 and both  opened on 06.06.2025 no bidder participated. Tender being called shortly.
142,BIMW(IA),Mahila Barrack,Gujarat,BHUJ,BOP 1125,Dept,239- H dated 27/03/2023         ,46.00,14.07.2023,14.08.24,,,,,,,,,₹ 0.42,₹ 0.42,0.91 %,
143,BIMW(IA),Mahila Barrack,Gujarat,BHUJ,BOP AMAR,Dept,239- H dated 27/03/2023         ,46.00,06.09.2023,07.03.2024,20.05.2024,6/12/24,9,31.03.2025,,M/S RAVI RAJ CONSTRUCTION,55 %,₹ 0.42,,₹ 0.42,0.91 %,excavation and stone  soiling done
144,BIMW(IA),Mahila Barrack,Gujarat,BHUJ,BOP LAKKI ,Dept,239- H dated 27/03/2023         ,46.00,14.07.2023,18.09.2023,19.10.2023,11/22/23,9,28.08.24,28.08.24,M/S OM Construction; Lakhpat,100 %,₹ 0.42,₹ 39.62,₹ 40.04,87.04 %,work completed 
145,BIMW(IA),Mahila Barrack,Gujarat,BHUJ,BOP KOTESHWAR,Dept,239- H dated 27/03/2023         ,46.00,14.07.2023,18.09.2023,19.10.2023,11/22/23,9,28.08.24,28.08.24,M/S OM Construction; Lakhpat,100 %,₹ 0.42,₹ 37.40,₹ 37.82,82.22 %,work completed 
146,BIMW(IA),Mahila Barrack,Gujarat,BHUJ,BOP MOTICHER,Dept,239- H dated 27/03/2023         ,46.00,14.07.2023,18.09.2023,19.10.2023,11/30/23,9,28.08.24,28.08.24,M/s Debji K Khokhar; Guneri,75 %,₹ 0.42,₹ 21.15,₹ 21.57,46.89 %,Stone massionary work completed up to lintel 
147,BIMW(IA),Mahila Barrack,Gujarat,BHUJ,KHARDOI,Dept,239- H dated 27/03/2023         ,46.00,14.07.2023,18.09.2023,08.01.2024,2/12/24,9,18.11.24,18.11.24,M/S Kanhiya lal pandey,65 %,₹ 0.42,₹ 26.10,₹ 26.52,57.65 %,Roof slab casted  and work stopped 
148,BIMW(IA),Mahila Barrack,Gujarat,BHUJ, BOP 1175,Dept,239- H dated 27/03/2023         ,46.00,14.07.2023,18.09.2023,19.10.2023,10/19/23,10,28.08.24,28.08.24,M/s Debji K Khokhar; Guneri,30 %,₹ 0.42,,₹ 0.42,0.91 %,Plinth beam re inforcement done and casting not done  
149,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Maru,Dept,239- H dated 27/03/2023         ,50.04,01.09.23,22.09.2023,28.05.24,11/26/24,10,29.09.25,,M/s Jay Shavaliya Co. (Civil) ,45 %,,₹ 15.92,₹ 15.92,31.81 %,Work held up due to want of fund. 
150,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Bashir,Dept,239- H dated 27/03/2023         ,50.04,01.09.23,22.09.2023,29.12.2023,3/21/24,12,31.03.25,28.11.24,M/S Devshrusti Builders ,65 %,,₹ 29.13,₹ 29.13,58.21 %,Work held up due to want of fund. 
151,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Akudiya,Dept,239- H dated 27/03/2023         ,50.04,01.09.23,22.09.2023,29.12.2023,2/20/24,12,31.03.25,27.01.25,"M/s Om Tech (Civil) 
M/s Shivalay Co-Op (Elct)  ",65 %,,₹ 29.15,₹ 29.15,58.25 %,RS. 971279/- BILL PENDING WITH HQ DUE TO WANT OF FUND 
152,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Jagmal,Dept,239- H dated 27/03/2023         ,50.04,01.09.23,22.09.2023,29.12.2023,2/16/24,12,31.03.25,28.11.24,"M/s usha Engineering (Ciivil) 
M/s Shivalay Co-Op (Elect)  ",65 %,,₹ 29.15,₹ 29.15,58.25 %,RS. 971191/- BILL PENDING WITH HQ DUE TO WANT OF FUND 
153,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Parbana,Dept,239- H dated 27/03/2023         ,50.04,01.09.23,22.09.2023,29.12.2023,2/20/24,12,31.03.25,24.10.24,"M/s Om Tech (Civil) 
M/s Shivalay Co-Op (Elect)   ",65 %,,₹ 29.36,₹ 29.36,58.67 %,RS. 971279/- BILL PENDING WITH HQ DUE TO WANT OF FUND 
154,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Tanwar,Dept,239- H dated 27/03/2023         ,50.04,01.09.23,22.09.2023,29.12.2023,2/20/24,12,31.03.25,28.11.24,"M/s Om Tech (Civil)
M/s Shivalay Co-Op (Elect)  ",65 %,,₹ 29.31,₹ 29.31,58.57 %,Work held up due to want of fund. 
155,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Mangor,Dept,239- H dated 27/03/2023         ,50.04,01.09.23,22.09.2023,22.03.2024,5/10/24,8,31.03.25,,"M/S Manga Ram Choudhary (Civil) 
M/s Prakash Electricals (Elect) ",60 %,,,₹ 0.00,0.00 %,Rs.3744835/- bill  send to SHQ BSF Barmer for sig of DC (works)
156,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Wav ,Dept,239- H dated 27/03/2023         ,50.04,01.09.23,22.09.2023,06.09.24,11/25/24,10,29.09.25,,"M/s Jay Shavaliya Co. (Civil) 
M/s Shivalay Corporation (Elect) ",5 %,,,₹ 0.00,0.00 %,Work in progress 
157,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Ambaji ,Dept,239- H dated 27/03/2023         ,50.04,01.09.23,22.09.2023,29.12.2023,3/21/24,10,31.03.25,28.11.24,"M/S Devshrusti Builders (Civil) 
Shivilay Corporation (Elect) ",65 %,,₹ 30.18,₹ 30.18,60.31 %,Work held up due to want of fund. 
158,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP RKB,Dept,239- H dated 27/03/2023         ,50.04,01.09.23,22.09.2023,22.03.2024,5/10/24,9,31.03.25,17.01.25,"M/S Manga Ram Choudhary (Civil) 
M/s Prakash Electricals (Elect) ",65 %,,35%,₹ 0.35,0.70 %,Rs.3480037/- bill  send to SHQ BSF Barmer for sig of DC (works)
159,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Gyanchand,Dept,239- H dated 27/03/2023         ,50.04,14.12.23,****,8/18/25,,,,,,,,,₹ 0.00,0.00 %,Work Accepted on 18.08.25.
160,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Rama ,Dept,239- H dated 27/03/2023         ,50.04,14.12.23,****,8/18/25,,,,,,,,,₹ 0.00,0.00 %,Work Accepted on 18.08.25.
161,BIMW(IA),Mahila Barrack,Gujarat,GNR,BOP Sherdil,Dept,239- H dated 27/03/2023         ,50.04,14.12.23,****,,,,,,,,,,₹ 0.00,0.00 %,5th time tender called opened on 29.08.25
1,OB(BS),Ren of NRB,Kashmir,FTR KMR,Renovation/up-gradation of 120 men (HQ Barrack); 120 men (Unit Barrack) and drill shed at Ftr HQ BSF Kashmir  ,Dept,FHQ O/No.3186-93 dtd 24/04/2024,₹ 176.75,24/10/2024,01.02.2025,04.04.25,22.04.25,24.10.25,,,,15 %,₹ 0.00,₹ 0.00,₹ 0.00,0.00 %,Work in progress
2,OB(BS),Ren of NRB,Kashmir,SGR,Renovation of SO’s Mess of sector HQ and Quarter guard at 163 Bn (Now 60 Bn) BSF campus panthachowk; under SHQ BSF Srinagar ,Dept,FHQ O/No.3179-85 dtd 24/04/2024,₹ 83.10,22.05.2024,03.10.24,12.12.24,13/12/2024,18.10.25,,,,55 %,₹ 13.00,₹ 0.00,₹ 13.00,15.64 %,works in progress
3,OB(BS),Ren of NRB,Kashmir,BDR,Renovation/up-gradation of GO’s Mess; SO’s Mess & MI Room at BSF Campus Bandipur under SHQ BSF Bandipur ,Dept,FHQ O/No.3171-78 dtd 24/04/2024,₹ 94.29,03.07.2024,16.08.24,16/11/2024,25.11.2024,12.01.26,,,,78 %,₹ 55.75,₹ 0.00,₹ 55.75,59.13 %,Work in progress. 
4,OB(BS),Ren of NRB,Kashmir,BLA,Renovation/up-gradation of 120 men barrack; drill shed and sector Hospital at BSF Campus Singhpura under SHQ BSF Baramulla  ,Dept,FHQ O/No.3163-70 dtd 24/04/2024,₹ 118.32,13.05.24,10.02.25,05.05.2025,05.05.25,,,,,5 %,₹ 0.00,₹ 0.00,₹ 0.00,0.00 %,Work in progress. 
1,OB(BS),Ren of NRB,Jammu,FTR JMU,Renovation/ Upgradation of multipurpose hall at Paloura campus under Ftr HQ BSF Jammu.,Dept,FHQ O/No. 2702-08 dtd 19.04.2024,₹ 27.40,12.07.24,05.08.24,11.09.2024,30.09.24,,19.12.24,,,100 %,₹ 0.00,₹ 27.17,₹ 27.17,99.16 %,Work completed and final account has already been settled  for tune of Rs. 27.17 lakh 
2,OB(BS),Ren of NRB,Jammu,FTR JMU,Renovation of amenity community centre at Ftr HQ Jammu,Dept,FHQ O/No. 2909-15 dtd 19.04.2024,₹ 27.19,28.05.24,24.06.24,05.08.2024,13.08.2024,,11.02.25,,,100 %,₹ 7.79,₹ 17.85,₹ 25.64,94.29 %,Work completed and final account has already been settled  for tune of Rs. 25.64 lakh 
3,OB(BS),Ren of NRB,Jammu,FTR JMU,Renovation/ Up-gradation of Ftr SO’s Mess (under 20 year old scheme) at BSF campus Paloura under Ftr HQ Jammu.,Dept,FHQ O/No. 2872-78 dtd 22.04.2024,₹ 34.03,18.06.24,21.06.24,05.08.2024,12.08.2024,,11.02.25,,,100 %,₹ 0.00,₹ 32.53,₹ 32.53,95.59 %,Work completed and final account has already been settled  for tune of Rs. 32.53 lakh 
4,OB(BS),Ren of NRB,Jammu,I/NAGAR,Renovation/ Up-gradation of Adm Block Building at Bn HQ Samba of 19 Bn BSF (Now 67 Bn BSF) under SHQ BSF I/Nagar ,Dept,FHQ O/No .2897-2905 dtd 22.04.2024,₹ 42.74,10.07.24,10.08.24,28.11.2024,30.11.2024,,04.08.2025,,,20 %,₹ 0.00,₹ 3.90,₹ 3.90,9.13 %,Work is in progress.
