s_no,source_sheet,budget_head,name_of_scheme,sub_scheme_name,ftr_hq_name,shq_name,location,work_description,executive_agency,aa_es_reference,sd_amount_lakh,ts_date,tender_date,acceptance_date,award_date,time_allowed_days,pdc_agreement,pdc_revised,firm_name,physical_progress_percent,expenditure_previous_fy,expenditure_current_fy,expenditure_total,expenditure_percent,remarks,created_at,updated_at,completion_date_actual,current_status
ENG-1759510506319-58,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Punjab,ABR,BOP Bhainidlawar,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,50.63,09.11.2023,14.11.2023,18.12.2023,2024-04-03,270,22.09.2024,31.03.26,M/S Satpal Pujani,30,0.515,10.41,10.925,21.58,Work is in progresss ,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-59,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Punjab,ABR,BOP GG Base,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,50.63,09.11.2023,14.11.2023,18.12.2023,2024-01-03,270,22.09.2024,31.03.26,M/S Satpal Pujani,35,0.515,11.6,12.115,23.93,Work is in progresss ,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-60,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Punjab,ABR,BOP Roop Nagar,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,50.63,09.11.2023,14.11.2023,18.12.2023,2024-01-03,270,22.09.2024,31.03.26,M/S Satpal Pujani,38,0.515,10.65,11.165000000000001,22.05,Work is in progresss ,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-61,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP Khatta,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45156,45170,12,45543,25.09.25,M/s Shree Builders SGNR,100,20.22,18.28,38.5,77.67,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,25.03.2025,
ENG-1759510506319-62,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP K S Wala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45155,45170,12,45541,25.09.25,M/s Shree Builders SGNR,100,35.92,3.86,39.78,80.25,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,05.05.2025,
ENG-1759510506319-63,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP Chitrakoot,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45156,45168,12,45543,25.09.25,M/s Vyas Constr. SGNR ,100,22.39,16.48,38.870000000000005,78.41,Work completed and final bill under process,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,20.02.2025,
ENG-1759510506319-64,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP Kailash,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45155,45168,12,45541,25.09.25,M/s Gupta Constr. SGNR,100,35.62,0,35.62,71.86,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,15.03.2025,
ENG-1759510506319-65,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP 24-O,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45155,45177,12,45541,25.09.25,M/s Shree Builders SGNR,100,39.6,0,39.6,79.89,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,10.02.2025,
ENG-1759510506319-66,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP Binjour,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45155,45168,13,45541,25.09.25,M/s Vyas Constr. SGNR ,100,31.380000000000003,0,31.380000000000003,63.3,Work completed and final bill under process,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,10.03.2025,
ENG-1759510506319-67,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,OP Madanlal,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45155,45177,12,45541,25.09.25,M/s Shree Builders SGNR,100,37.9,0,37.9,76.46,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,26.03.2025,
ENG-1759510506319-68,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP Kholi ,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45040,45047,45155,45166,12,45541,25.09.25,M/s Surya Builders; SGNR,100,24.96,22.89,47.85,96.53,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,15.02.2025,
ENG-1759510506319-69,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP Naggi ,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45156,45175,12,45543,25.09.25,M/s Sahil Constr. SGNR,85,22.75,0,22.75,45.89,Work is in progress,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-70,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP 5-S,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45155,45166,12,45541,25.09.25,M/s Surya Builders; SGNR,100,39.01,0,39.01,78.7,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,15.05.2025,
ENG-1759510506319-71,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP Khakian,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45155,45170,12,45541,25.09.25,M/s Shree Builders SGNR,100,23.11,15.9,39.01,78.7,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,25.02.2025,
ENG-1759510506319-72,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP HMK,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45155,45177,12,45541,25.09.25,M/s Shree Builders SGNR,100,31.26,5.59,36.85,74.34,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,15.03.2025,
ENG-1759510506319-73,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP Q-Head,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45043,45047,45155,45177,12,45541,25.09.25,M/s Shree Builders SGNR,100,31.82,15.32,47.14,95.1,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,15.03.2025,
ENG-1759510506319-74,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP Khyaliwala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45044,45047,45156,45170,12,45543,25.09.25,M/s Shree Builders SGNR,100,32.16,7.62,39.779999999999994,80.25,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,10.05.2025,
ENG-1759510506319-75,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR, BOP Sheikhsarpal,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45044,45047,45155,45166,12,45541,25.09.25,M/s Surya Builders; SGNR,100,24.99,21.93,46.92,94.65,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,10.04.2025,
ENG-1759510506319-76,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,SGNR,BOP 2 BNM,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45044,45047,45156,45168,12,45543,25.09.25,M/s Gupta Constr. SGNR,100,20.02,19.96,39.980000000000004,80.65,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,05.03.2025,
ENG-1759510506319-77,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP Goverdhan,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45147,360,45520,25.09.25,M/S HIMGIRI CONSTRUCTION CO. SGNR,100,25.28,12.88,38.160000000000004,76.98,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,15.04.25,
ENG-1759510506319-78,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP K K Tibba,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45149,360,45520,25.09.25,M/S Prem Jeet Luthra and Company,75,21.33,0,21.33,43.03,Work is in progress,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-79,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP Sakhi,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45147,360,45520,25.09.25,M/S HIMGIRI CONSTRUCTION CO. SGNR,100,23.04,14.06,37.1,74.84,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,15.04.25,
ENG-1759510506319-80,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP Jagdev,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45142,360,45520,25.09.25,M/S MAMRAJ BHADU CONSTRUCTION . CO. BIKANER (RAJ),100,23.72,19,42.72,86.18,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,12.02.25,
ENG-1759510506319-81,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP Himgiri,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45142,360,45520,25.09.25,MS/ SIYAG CONSTRUCTION COMPANY; BIKANER (RAJ),100,39.36,0,39.36,79.4,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,28.12.24,
ENG-1759510506319-82,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP Maruti ,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45149,360,45520,25.09.25,M/S Godara Construction Co.; Bikaner,60,0,7.46,7.46,15.05,Work is in progress Rs; 7.46  Lakh bill pending with this HQ due to insufficient  fund ,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-83,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP Neechewali,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45142,360,45520,25.09.25,M/S MEGH RAJ AND COMPANY  BIKANER (RAJ),60,22.44,0,22.44,45.27,Work is in progress,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-84,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP Satpal,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45147,360,45520,25.09.25,M/S Rakshak Constr Bikaner - 334001,100,21.71,0,21.71,43.8,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,15.05.25,
ENG-1759510506319-85,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP Pabni,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45142,360,45520,25.09.25,MS/ Siyag Const com. Bikaner  (RAJ),80,22.65,0,22.65,45.69,Work is in progress,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-86,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR, BOP Sisada,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45134,360,45520,25.09.25,M/s Khatri Traders; Bikaner (Raj),80,21.6,0,21.6,43.57,Work is in progress,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-87,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP Ashwani,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45134,360,45520,25.09.25,M/S Ganesh Construction Sri Ganganagar,95,0,23.62,23.62,47.65,Work is in progress ,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-88,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,BKNR,BOP Kodewala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,45041,45045,45134,45142,360,45520,25.09.25,Viskash Kumar Doda; Sriganganagar (Raj),100,44.76,0,44.76,90.3,Work completed ,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,14.05.24,
ENG-1759510506319-89,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Vikram,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,25.09.2023,25.09.2023,45178,11,15.10.2024,25.09.25,M/s Bajarang Lal Megharam Bikaner (Raj),100,45.72,0,45.72,92.23,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,45483,
ENG-1759510506319-90,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Mohan,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,45178,12,14.09.2024,25.09.25,M/s Bajrang Lal Magha ram BKNR,100,45.76,0,45.76,92.31,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,45474,
ENG-1759510506319-91,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Fattuwala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,45178,12,14.09.2024,25.09.25,M/s Bajrang Lal Magha ram BKNR,100,0,0,0,0,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,45689,
ENG-1759510506319-92,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Gajjewala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,45163,12,14.09.2024,25.09.25,M/s Bajrang Lal Magha ram BKNR,100,0,0,0,0,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,45698,
ENG-1759510506319-93,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Rajuwala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,30.08.2023,15.09.2023,45246,11,05.10.2024,25.09.25,M/s Meghraj & Co. Bikaner,5,0,0,0,0,Work in progress,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-94,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Poonam,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,45178,12,14.09.2024,25.09.25,M/s Choudhary Enterprises Jaisalmer (Raj),90,36.02,0,36.02,72.66,Work completed,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.388Z,,
ENG-1759510506319-95,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Indira,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,45178,12,14.09.2024,25.09.25,M/s Choudhary Enterprises,10,0,0,0,0,Work awarded not yet started,2025-10-03T16:55:06.388Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-96,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Sakirewala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,45178,12,14.09.2024,25.09.25,M/s Choudhary Enterprises,95,35.4,0,35.4,71.41,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-97,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Vinod ,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,20.09.2023,30.10.2023,45247,12,19.11.2024,25.09.25,M/s Temderai Constr Co. Jaisalmer,80,10.04,0,10.04,20.25,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-98,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Bhuttewala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,20.09.2023,30.10.2023,45247,12,19.11.2024,25.09.25,M/s Saran Brothers Bikaner,80,12.9,0,12.9,26.02,Work awarded,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-99,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Sadawala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,45175,12,14.09.2024,25.09.25,M/s Vijay Constr. Co. JSMR ,100,35.06,0,35.06,70.73,Work completed,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,25.09.2025,
ENG-1759510506319-100,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Vijay,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,20.09.2023,30.10.2023,45254,12,19.11.2024,25.09.25,Tenda Rai Ramgarh JSMR,70,22.65,0,22.65,45.69,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-101,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Manara,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,12.09.2023,15.09.2023,45246,11,05.10.2024,25.09.25,M/s Meghraj & Co. Bikaner,60,6.97,0,6.97,14.06,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-102,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Lakhewala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,45178,12,14.09.2024,25.09.25,M/s Choudhary Enterprises Jaisalmer (Raj),90,33.39,0,33.39,67.36,Work is in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-103,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Sakhwala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,45175,12,14.09.2024,25.09.25,M/s Vijay Constr. Co. JSMR ,100,33.68,0,33.68,67.94,Work completed,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,25.09.2025,
ENG-1759510506319-104,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP R K Dhani,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,11.08.2023,25.08.2023,45178,12,14.09.2024,25.09.25,M/s Bajarang Lal Megharam Bikaner (Raj),100,28.14,0,28.14,56.77,Work completed,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,08.09.2024,
ENG-1759510506319-105,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(N),BOP Churanwala,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,01.05.2023,14.09.2023,18.09.2023,45202,12,08.10.2024,25.09.25,M/s Saran Brothers Bikaner,75,0,0,0,0,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-106,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Somagap,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,11.08.2023,04.10.2023,45224,12,25.10.2024,25.09.25,M/s Saran Brothers Bikaner,100,34.01,10.21,44.22,89.21,Work completed,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,45825,
ENG-1759510506319-107,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Bhagnau,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,13.10.2023,08.11.2023,45294,11,30.11.2024,25.09.25,M/s Rakshak Constr. Bikaner,100,37.41,7.77,45.17999999999999,91.14,Work completed,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,45721,
ENG-1759510506319-108,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Rohitash,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,05.10.2023,12.01.2024,45316,12,14.02.2025,25.09.25,M/s Rajdhani Constr. Co. Jaisalmer,15,0,0,0,0,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-109,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Virhill,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,13.10.2023,08.11.2023,44929,11,30.11.2024,25.09.25,M/s Rakshak Constr. Bikaner,100,36.21,9.34,45.55,91.89,Work completed,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,45721,
ENG-1759510506319-110,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Kirarwali,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,11.08.2023,22.01.24,45420,9,14.02.2025,25.09.25,M/s Asharam Saran Nagor (Raj),100,36.66,9.02,45.67999999999999,92.15,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,45825,
ENG-1759510506319-111,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Vijay Harel,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,04.10.2023,16.01.2024,45317,12,09.02.2025,25.09.25,M/s Rajdhani Constr. Co.; Jaisalmer(Raj),95,41.79,0,41.79,84.31,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-112,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Jamrau,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,22.08.2023,04.10.2023,45219,12,25.10.2024,25.09.25,M/s Rajdhani Constr. Co.; Jaisalmer(Raj),75,18.19,20.13,38.32,77.3,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-113,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Khariya,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,,,,,,,,,,0,0,0,0,Tender oppened on 28/08/25 and file sent to WC for for approved of Cmdt (Work) onTechnical Bid,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-114,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Matahill,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,01.03.2024,31.07.2024,45915,,20.08.2025,19.04.26,M/s Rakshak Constr. Bikaner,0,0,0,0,0,Work awarded on 20/08/2025,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-115,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP MKT,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,01.03.2024,31.07.2024,45915,,20.08.2025,19.04.26,M/s Rakshak Constr. Bikaner,0,0,0,0,0,Work awarded on 20/08/2025,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-116,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Karta,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,22.08.2023,30.08.2023,45183,12,20.09.2024,25.09.25,M/s Rajdhani Constr. Co.; Jaisalmer(Raj),95,38.14,2.69,40.83,82.37,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
ENG-1759510506319-117,MAHILA BARRACK,BIMW(IA),Umbrella 2021-26,Mahila Barrack,Rajasthan,JSMR(S),BOP Adeali,C/O of 8 bedded Mahila Barrack,Dept,239- H dated 27/03/2023         ,49.57,29.04.2023,15.07.23,29.08.2023,45183,12,19.09.2024,25.09.25,M/s Choudhary Enterprises; jaisalmer(Raj),50,,0,0,0,Work in progress,2025-10-03T16:55:06.389Z,2025-10-03T16:55:06.389Z,,
